nomor_perkara,tgl_register,klasifikasi,jenis_perkara,metode,hakim,anggota1,anggota2,pp,js,tgl_sidang,tgl_sidang_override,__id
774 Pdt.P,2025-09-29,ISTBAT,ISTBAT,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Budi Setyorini, S.H.",Raden Yadi Sumiadi,2025-10-20,0,ff738f0c-ce6c-48a5-80f4-78b63afe1047
4209 Pdt.G,2025-09-29,CT,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Sanjaya Langgeng Santoso,2025-10-13,0,c9892b27-592e-4b65-853b-d87c2f56d152
4210 Pdt.G,2025-09-29,CG,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Andar Aryani, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-13,0,fca497dc-7082-4042-8d32-a0934823e3c8
4211 Pdt.G,2025-09-29,CG,GHOIB,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sirajuddin Haris, S.H.",Aji Djuanda Rachmad,2026-02-02,0,7ed0a5d5-8e4e-49fb-a7c0-1962f7f60411
4212 Pdt.G,2025-09-29,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Muhammad Thahir Guhir, S.H.,M.H.","Sehudin, S.H.",2025-10-07,0,3d74d4fe-73a4-4e85-88b6-1f31ff20f1f9
4213 Pdt.G,2025-09-29,CG,GHOIB,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.","Irvan Riditya Fauzi, A.Md.",2026-02-04,0,ad309a42-001c-4884-b189-fb51ab65b51c
4214 Pdt.G,2025-09-29,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.","Monika Septi Indriyani, A.Md., S.H.",2025-10-08,0,9f01a759-ec91-4b89-be09-d0e304a9d7bf
4215 Pdt.G,2025-09-29,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.",Zainal Arifin,2025-10-09,0,4ec89a73-e3c9-4b00-9783-1481ab7015b2
4216 Pdt.G,2025-09-29,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,808d8cfb-65ec-4ae9-b4ba-2282b6923748
4217 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Aji Djuanda Rachmad,2025-10-13,0,18144925-f611-4503-b8fd-677c2f218d02
4218 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Budi Setyorini, S.H.",Raden Yadi Sumiadi,2025-10-13,0,c24b647e-a64f-4177-8577-01fa613f86f9
4219 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,5aed406b-c8cc-4342-8c79-d6d5d8955ef9
4220 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.",Sabar Kuswanto,2025-10-08,0,8073d8ea-de52-442d-b32a-1d3a046b4063
4221 Pdt.G,2025-09-30,CG,GHOIB,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag",Sabar Kuswanto,2026-02-04,0,fb09b19b-e197-4022-ac95-6fc53521956a
4222 Pdt.G,2025-09-30,CT,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,d2476644-e95e-4c00-9b94-f5210d9d67b9
4223 Pdt.G,2025-09-30,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,614b5b74-57ae-45ed-aef9-a5d625f39776
4224 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Runie Handayani, S.H., M.H.","Sri Maryati, A.Md",2025-10-09,0,70cd6c01-e884-4fd5-97d2-8ec0eb586779
4225 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Aji Djuanda Rachmad,2025-10-13,0,a363c0e3-436e-4a0c-9c90-a9a6e3e7f0bf
4226 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Andar Aryani, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-13,0,8ad91bee-a12d-402b-bd3e-2785733a7efd
4227 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,49aba4b3-ea48-4f48-92be-084a28045ef8
4228 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.",Sabar Kuswanto,2025-10-08,0,351dd75b-d8d3-42d4-ac51-31d676d753b8
775 Pdt.P,2025-09-30,Perwalian,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.",Ismail,2025-10-08,0,f6013121-ac5b-4870-be22-f281cb6649a9
776 Pdt.P,2025-09-30,Perwalian,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Ikbal Basri, S.H., M.H.","Sri Maryati, A.Md",2025-10-09,0,28f8d727-c20b-47d0-9494-b8078eb30b46
777 Pdt.P,2025-09-30,PAW,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,0a356787-0e9e-4ddd-a12f-687b6c97996b
778 Pdt.P,2025-09-30,Perwalian,Biasa,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Umi Nurulia,2025-10-13,0,a10af994-1983-43ed-a140-626e448ed412
779 Pdt.P,2025-09-30,PAW,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,3e6b77a0-dc00-4963-ad7b-2281f6556731
4229 Pdt.G,2025-09-30,CT,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,78d42b72-7869-4a32-8dfa-fb3c59a12171
4230 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Sanjaya Langgeng Santoso,2025-10-13,0,bb919128-547d-499c-a344-a77b01fc5cae
4231 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Budi Setyorini, S.H.",Raden Yadi Sumiadi,2025-10-13,0,0dc7a392-2a8c-4bfd-bad8-9893af9aab92
4232 Pdt.G,2025-09-30,CT,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.","Rina Marlina, SE",2025-10-08,0,38d5ef3e-7060-46b6-b5ea-2b134b6bae7b
4233 Pdt.G,2025-09-30,CG,GHOIB,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sirajuddin Haris, S.H.",Ismail,2026-02-02,0,90e0f42e-4fb5-423b-b25b-a8e57148cb00
780 Pdt.P,2025-09-30,PAW,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag","Monika Septi Indriyani, A.Md., S.H.",2025-10-08,0,e92ab4d6-dbeb-4016-a106-9c8cedd79444
4234 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.",Zainal Arifin,2025-10-09,0,e5e7639e-de43-4a41-a024-ef253fc00eac
4235 Pdt.G,2025-09-30,CG,GHOIB,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2026-02-05,0,b1299a55-0b37-4007-9972-9e1b9a02956b
781 Pdt.P,2025-09-30,PAW,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Sanjaya Langgeng Santoso,2025-10-13,0,2749900b-3dff-46f2-86cb-f30685aeaaaa
4236 Pdt.G,2025-09-30,ISTBAT,ISTBAT,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Andar Aryani, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-27,0,6bc0db73-5d32-4eb6-876c-079f0dcbc0db
4237 Pdt.G,2025-09-30,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Muhammad Thahir Guhir, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,321ebf39-dcd8-436d-8196-57919e317959
4238 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.","Rina Marlina, SE",2025-10-15,0,86dbaf63-9452-428c-a90a-4d3ce0bc0f66
4239 Pdt.G,2025-10-01,CT,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,20c884e1-2ee4-4184-9621-13aedb23a698
4240 Pdt.G,2025-10-01,CT,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.",Zainal Arifin,2025-10-09,0,584f013f-f30a-4007-b98f-78994fc4de66
4241 Pdt.G,2025-10-01,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,3d7e7497-375b-45db-aacf-1822c5c4a705
782 Pdt.P,2025-10-01,Asal Usul,Biasa,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Umi Nurulia,2025-10-13,0,88a80b10-f16c-4048-8764-03ec59e3f3b0
4242 Pdt.G,2025-10-01,CT,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Aji Djuanda Rachmad,2025-10-13,0,23f3ff50-9851-4d3f-b34b-56de12e4abeb
4243 Pdt.G,2025-10-01,CT,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Budi Setyorini, S.H.",Raden Yadi Sumiadi,2025-10-13,0,6ca22e1d-52c1-4b62-a931-7743fb8a5b29
783 Pdt.P,2025-10-01,Lain-Lain,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,c5cadc6b-bfc1-4794-bb2b-85c1c38858cc
4244 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.",Sabar Kuswanto,2025-10-15,0,68f9bd62-b20e-4d86-8302-cdbb1e9bd602
4245 Pdt.G,2025-10-01,CT,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag",Ismail,2025-10-15,0,e6123a82-022b-4565-97f7-ef67223289b9
4246 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Runie Handayani, S.H., M.H.","Sri Maryati, A.Md",2025-10-09,0,68994a1c-8bb1-49a8-8d51-2a331de00dca
4247 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,699dacd6-fa13-4af3-8472-4718f0cd7907
4248 Pdt.G,2025-10-01,CT,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,b1d74570-8c64-4934-ac2d-d16e6165438c
4249 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Aji Djuanda Rachmad,2025-10-13,0,80a7e00c-f1bc-4df2-98e4-eb444cbbbc6c
4250 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Andar Aryani, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-13,0,7e8e05aa-21de-4cf3-9bf3-9d47ed60f467
4251 Pdt.G,2025-10-01,CT,GHOIB,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.","Ombang Hasyim Ashari, S.Ag.",2026-02-02,0,2fc8c05b-7e4a-4192-abf5-21f7d23edeb8
4252 Pdt.G,2025-10-01,CG,GHOIB,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Muhammad Thahir Guhir, S.H.,M.H.",Raden Yadi Sumiadi,2026-02-03,0,a831356e-baa2-4985-a04c-989635bf5daa
4253 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.",Sabar Kuswanto,2025-10-15,0,0d55a1c0-c54d-498a-a94f-29d9e1689036
4254 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.",Ismail,2025-10-15,0,7bb8dea7-f97c-4e94-b7f6-39e81b5e9c73
4255 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,028a65c0-7c8c-46e8-b0fc-ac6945a00013
784 Pdt.P,2025-10-01,ISTBAT,ISTBAT,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Ikbal Basri, S.H., M.H.","Sri Maryati, A.Md",2025-10-23,0,bfef9a0b-d4eb-4610-9b50-ad4f2b0dce0e
4256 Pdt.G,2025-10-01,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-09,0,1fb6c63a-6ff6-4c9f-a586-89e0d4d3a313
4257 Pdt.G,2025-10-01,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Sanjaya Langgeng Santoso,2025-10-13,0,e445a108-eb6e-4cc7-a2ea-ac531db46c55
4258 Pdt.G,2025-10-01,CT,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Budi Setyorini, S.H.",Raden Yadi Sumiadi,2025-10-13,0,a437095b-c000-46fa-8386-6de36f1aa541
785 Pdt.P,2025-10-02,PAW,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,99b4624c-5c14-47a5-a959-cf2660eb8730
4259 Pdt.G,2025-10-02,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.","Rina Marlina, SE",2025-10-15,0,07a05b95-e4ba-48c8-9c91-df66a80a058b
4260 Pdt.G,2025-10-02,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag","Monika Septi Indriyani, A.Md., S.H.",2025-10-15,0,86a0d9a7-0230-4a1d-877d-cef62f205af8
4261 Pdt.G,2025-10-02,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.",Zainal Arifin,2025-10-16,0,b18e6e68-72d0-4a1d-b3b4-3d13a5e5f413
4262 Pdt.G,2025-10-02,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,84896eb8-3694-4e5f-aa60-adfa2a59c16a
4263 Pdt.G,2025-10-02,CG,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Runie Handayani, S.H., M.H.","Sri Maryati, A.Md",2025-10-16,0,817f3cce-1718-427e-ba97-a053caaf3656
786 Pdt.P,2025-10-02,Lain-Lain,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Sanjaya Langgeng Santoso,2025-10-13,0,e2a980d5-380d-450b-ab6a-76eb3b803d3f
787 Pdt.P,2025-10-02,Dispensasi,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Andar Aryani, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-13,0,100a96bb-b36e-47ee-967c-cdd1e7a18040
788 Pdt.P,2025-10-02,Perwalian,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,8a8fc611-0e5b-46c0-bbd6-e5529bb28df0
4264 Pdt.G,2025-10-02,HAA,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.","Rina Marlina, SE",2025-10-15,0,84b42498-01af-4a3b-8743-3d7cda1d3cbd
789 Pdt.P,2025-10-02,ISTBAT,ISTBAT,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.","Monika Septi Indriyani, A.Md., S.H.",2025-10-29,0,18bab983-a5fe-4cf2-b2a6-e7d197f18a1b
4265 Pdt.G,2025-10-02,CG,Biasa,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Umi Nurulia,2025-10-13,0,f20c8775-f0f5-4dfc-9eba-f066ee643e31
4266 Pdt.G,2025-10-02,CT,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.",Zainal Arifin,2025-10-16,0,461249a0-a3a7-49b5-9902-88f303709ad1
4267 Pdt.G,2025-10-02,CT,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Muhammad Syaifur Rohim, S.E.I.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,f28ebcad-c788-4a9a-bfc1-a27d47f490cb
4268 Pdt.G,2025-10-02,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Noni Salmy, S.HI.",Aji Djuanda Rachmad,2025-10-13,0,e8c26832-d93a-4270-860a-a459027e0456
4269 Pdt.G,2025-10-02,CG,GHOIB,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sirajuddin Haris, S.H.",Sabar Kuswanto,2026-02-09,0,f5abcda3-c8b7-4a84-aebc-270fa6077d9a
4270 Pdt.G,2025-10-02,CG,GHOIB,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Budi Setyorini, S.H.",Sanjaya Langgeng Santoso,2026-02-09,0,a8a4e96a-ad5e-4d10-8461-458ecd204c37
4271 Pdt.G,2025-10-02,CG,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,61289353-27b1-4cf9-9a2b-25bc7aec4352
4272 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Imron Rosyidi, S.H.",Sabar Kuswanto,2025-10-15,0,8f97ee57-5cdc-46c4-aea9-665a0580c962
4273 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Mochamad Taufik, S.Ag",Ismail,2025-10-15,0,c7e9b27c-647e-47e1-a0c5-1b5d53045157
4274 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Ikbal Basri, S.H., M.H.","Sri Maryati, A.Md",2025-10-16,0,2276e40f-30e9-4418-8684-ca74920f834a
4275 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Endang Bahtiar, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,2932d0fb-93d6-4816-b921-c06040ab1b3d
4276 Pdt.G,2025-10-03,CG,Biasa,E-Court,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.","Idawati, S.Ag., M.H.","Sri Mulyati, S.Ag., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,bf2725e6-db00-4c26-90dd-cbb46cc81f26
4277 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Drs. Jajat Sudrajat, S.H., M.H",Drs. H. Syakhrani,"Drs. Agus Abdullah, M.H.","Widya Fausiah, S.E., M.H.",Aji Djuanda Rachmad,2025-10-20,0,09ea3e81-d58f-4635-b0a7-7f6f0ef948c0
790 Pdt.P,2025-10-03,ISTBAT,ISTBAT,E-Court,"Drs. Sohel,S.H.","Drs. Ifdal, S.H.","Dra. Taslimah, M.H.","Sujiati, S.H.,M.H.",Umi Nurulia,2025-10-27,0,22323b42-8dac-4c3c-8704-d437f576daba
4278 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Idawati, S.Ag., M.H.","Drs. Zaenal Musthofa, S.H., M.H.","Dra. Mulathifah, M.H.","Andar Aryani, S.H.,M.H.",Raden Yadi Sumiadi,2025-10-20,0,69d1af0a-e042-4721-a8c8-4bff784bbfe0
4279 Pdt.G,2025-10-03,CT,Biasa,E-Court,"Dra. Taslimah, M.H.","Drs. Agus Abdullah, M.H.","Idawati, S.Ag., M.H.","Inayatus Salisya, S.H.,M.H.","Sehudin, S.H.",2025-10-14,0,35dd4778-04da-4839-8bb0-950e14e3a626
4280 Pdt.G,2025-10-03,HAA,Biasa,E-Court,"Dra. Mulathifah, M.H.","Drs. Sohel,S.H.","Idawati, S.Ag., M.H.","Nur Holia, S.H., M.H.",Sabar Kuswanto,2025-10-15,0,0b828a5b-63e4-4a80-8545-6e20e79fcf77
4281 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Drs. Agus Abdullah, M.H.",Drs. H. Syakhrani,"Drs. Jajat Sudrajat, S.H., M.H","Neneng Kurniati, S.Ag.",Ismail,2025-10-15,0,9202d51e-e44b-406d-bf76-27c17deba94f
4282 Pdt.G,2025-10-03,CG,GHOIB,E-Court,"Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H","Drs. Agus Abdullah, M.H.","Runie Handayani, S.H., M.H.","Sehudin, S.H.",2026-02-05,0,484ba1ff-7240-480d-88f0-824ee7851255
4283 Pdt.G,2025-10-03,CG,Biasa,E-Court,"Drs. Ifdal, S.H.","Drs. Sohel,S.H.","Dra. Taslimah, M.H.","Zamzam Lubis, S.H., M.H.","Ombang Hasyim Ashari, S.Ag.",2025-10-16,0,ebc7a6c3-78c5-4808-8dcd-9ce96249f423
